model_id,model,estimated_capability
183,gemini-2.5-pro-preview-06-05,"[1.1815815, 0.3987812, 0.2774952, 0.45241314, -0.20687921, -0.2398642, 0.19973454, -0.076945856, 2.3926225, 1.4548655, 0.14575318, 0.26174936, -7.38661, 0.7962801, -0.2584649, 0.6801137, -0.46931094, 0.2995062, 0.41674972, -0.15780982, 0.98710656, 0.26239386, 0.11851962, -0.38234374, -0.03269578, 0.25107095, 0.3278437, -0.17911556, 0.20738241, -1.4020724]"
184,gemini-3-flash-preview_high,"[1.4254283, 0.48500374, -0.28452712, 0.4120059, 0.9829313, -0.049680777, -0.36554307, 1.2011794, 4.3941383, 1.5924653, 0.5154574, 0.37858874, -0.3397508, -0.7732256, 0.09627627, 0.4588254, -2.455092, 0.76848775, -1.48423, 0.007014448, 1.3970653, 0.79985666, 0.5601006, -0.23365274, 0.77108425, 0.26189044, 0.17626563, -0.46759865, 0.013493458, -0.5559298]"
185,gemini-3-pro-preview_high,"[-0.7017827, 5.1147738, -0.093454555, -0.07300464, 0.23790078, -0.07237204, -0.13398032, -0.3838975, 4.246849, 1.7760158, 0.16751112, 0.040839653, 0.21073075, 1.2324857, 0.008798732, 0.11513203, -0.875894, 1.3057661, 0.002673033, -0.698507, 1.7766417, 0.087802246, -0.17144679, -0.05562547, 0.35737324, 0.2935968, -1.0650895, 0.21667922, -0.1364224, -1.3332268]"
186,gemini-3.1-pro-preview_high,"[1.6132592, 0.5121801, 0.15797672, 0.24661757, 0.06188226, 0.041518982, -0.33405015, -0.20398402, 6.131632, 3.5294507, -0.288519, -0.78523463, 0.03539312, -0.081372425, -0.4593258, -0.5153527, 0.015870376, 1.6576021, 0.54037076, -5.0285983, 1.1282305, 0.406336, 0.18285125, -0.09739068, 0.3108618, -0.098101996, 0.16220549, -0.09095738, 0.57808715, 0.5715023]"
187,gemma-2-27b-it,"[-1.9489707, 0.610283, -0.27226946, 0.96222657, 0.6252188, -0.07860797, -0.71658397, -0.05805043, -1.818914, 0.09093102, 0.29526246, 0.2335917, -0.13956122, 0.15691015, -0.022096636, 0.25940853, -0.13108784, 0.6254695, 0.67319953, 6.7427483, -0.4770081, 0.6628486, 0.148456, 0.082708426, 0.037744306, 0.26646164, 0.05785345, -0.07097981, 0.3615725, 0.53505206]"
188,gemma-2-2b-it,"[-2.7539186, -0.13513424, -0.013743426, 0.28781402, 0.28351298, 0.811262, 2.6615274, 1.8452057, -3.0523663, -0.9113788, 0.9554339, -0.7926162, 0.5309309, -1.6497556, 0.8506786, 0.18809652, 0.17265409, 1.4653344, -0.10297528, -0.1285174, -2.3292515, 0.27481735, 0.77717525, 0.20352718, 1.0172808, -0.11478409, -0.5663545, 0.15017425, -0.5000346, -0.73955953]"
189,gemma-2-9b-it,"[-1.8281146, -0.08187368, -0.025053207, 1.5006963, 0.056598283, -0.48156965, -1.0304786, -0.29427412, -2.4514494, -0.8537746, 0.19945577, -0.46923637, 0.359192, -0.5080351, 0.49099183, 0.31635705, 0.62885594, -0.065321036, 0.14225073, -0.08387676, -0.58465374, 0.0026033383, 0.30648258, -0.17140074, 0.6688828, -0.3404075, 0.3766203, 0.09876451, 6.6263638, 0.17755277]"
190,gemma-2b,"[-2.1153538, -0.2689192, 0.2880387, -0.07843984, 0.32037956, 0.017317535, 0.12863283, 0.06971755, -1.2783056, -2.3508282, 0.03432346, -0.0041279877, -9.049657, 0.082789876, 0.26665276, -0.35324416, -0.36205226, 0.35556132, 0.06144993, -0.07158028, -2.4716096, -0.44231346, 0.025174987, 0.06967419, 0.049290374, -0.38827652, -0.02090863, -0.22436543, -0.3940369, 0.13854209]"
191,gemma-3-12b-it,"[-0.8747836, -0.26409432, 0.06562415, 1.1322085, 0.5601517, 0.19382958, 1.4038463, -0.52152205, -2.2467399, 2.1171052, 0.17554826, -0.2930735, -0.18392827, -0.4653445, -4.7663274, -0.11536168, -0.02303527, 0.97698337, 0.4293611, 0.63324636, -0.29224333, -0.72390205, -0.76199734, -0.6165361, 1.9376634, 0.11516192, -0.035644688, -0.813543, 0.09487842, -1.8396026]"
192,gemma-3-12b-pt,"[-0.13716738, -0.12686598, 8.589454, 0.49971122, -0.016212964, 0.3877497, -0.32238838, -0.04457313, -0.88338894, -1.0682431, 0.27919382, 0.02962939, 0.17984948, 0.15129378, 0.46029088, 0.021625591, -0.08231475, 0.15989798, -0.042745303, -0.2184194, -1.0456793, 0.3750625, 0.09239507, 0.23480484, 0.27914253, 0.07124145, 0.20895396, 0.06258869, 0.19072618, -0.16306746]"
193,gemma-3-1b-it,"[-2.9437194, 0.33101565, -0.38916552, -0.12748834, -0.36596993, 0.42710453, -0.46552235, 0.30486295, -10.54804, -0.4529437, -0.3997799, 0.13196498, 0.39894527, 1.2912931, -0.021150043, 1.1196065, 0.16509157, 0.6380768, 0.13713712, 0.019176882, -1.8563062, 0.14072596, 0.08032263, -0.113920145, 0.5190954, 0.08050127, 0.41069677, 0.060565002, 0.89499277, 0.4733793]"
194,gemma-3-1b-pt,"[1.509828, 0.081698336, 1.0998076, 1.0183203, -0.079126224, 0.7635129, 0.063240565, 0.71656954, 0.44473505, -3.836973, 0.025384994, 0.40193307, -0.2403686, 0.69051373, -0.2519135, -0.5031959, 0.041652195, 0.9597136, -0.43652758, 0.004240418, -3.6484718, -0.2419709, -0.056042865, -0.5074266, -0.1302457, 0.5367586, 0.2583418, 0.17489398, 1.094594, 0.28618696]"
195,gemma-3-27b-it,"[0.17513545, 0.18773927, 0.32869792, -0.48591384, 0.18890539, -0.40136847, 0.4107511, 0.057011284, -1.4500107, 1.801531, 0.08374109, 0.39793667, 0.34318995, -0.34515628, 0.2351, 0.011849241, 0.16216412, 0.22990951, -8.120759, 0.2864237, 0.1501596, 0.13512704, 0.39179265, 0.014630059, 0.3195443, 0.35507476, 0.16451707, -0.19773328, -0.28030896, 0.015660558]"
196,gemma-3-27b-pt,"[-0.40232015, 0.21743727, 0.051982686, 0.15108038, -0.43914214, 0.098481685, -0.5670058, 0.16384222, -0.8315525, -0.43379244, 0.34207076, -0.3763446, -0.061332006, -0.3805275, 0.5567784, -0.13534424, 0.43540472, 0.2913172, 0.49707377, -1.2524722, -0.527151, -0.54422474, 0.064334214, -0.0751999, -0.042184792, -0.4122586, 6.1488733, -0.54871106, -0.069382995, 0.13692033]"
197,gemma-3-4b-it,"[0.1862156, -0.11850953, -0.19272241, 0.32905662, 0.4053422, 0.17464902, -0.16921143, -0.08465507, -2.2195125, 0.28893423, 0.12597282, 0.09180517, -0.11613626, -0.22348702, 0.09303686, -0.0051788837, 0.16164558, 0.6323336, 0.42035562, -0.09064833, -0.766476, 0.5281291, 0.32933754, -0.010510394, -0.1375199, 0.09894418, 0.011399598, 10.908029, -0.09325522, 0.25442195]"
198,gemma-3-4b-pt,"[-0.51253325, -0.098568, 0.033054218, 0.029299349, -0.010760094, 0.15814787, -0.2505952, 0.057563033, -0.7634539, -1.7253002, -0.120998845, -0.03603214, 0.09998868, -0.113340095, 0.6424437, -0.29967362, -0.2700331, 0.17916422, 0.17002748, -8.727267, -1.5810387, 0.17199856, 0.071237296, -0.11323163, 0.2365672, -0.036739055, -0.06708271, -0.3109259, 0.20908657, -0.08795669]"
199,gemma-3n-E2B-it,"[3.0795536, 1.5113413, 0.634412, -0.8765745, 0.236632, 1.3306087, 0.9292073, 0.26272666, -3.2629724, -1.4693464, -0.14566757, 0.004968971, 0.043709856, 0.4259136, -1.0603617, -0.23484786, 0.044883255, 0.14335175, -0.5220503, -0.16914667, -0.7529878, 0.094092794, -0.6765894, 0.46871945, -0.7339778, -0.140563, 2.4923422, 0.11095359, 0.0052244044, -0.3237677]"
200,gemma-3n-E2B-it-litert-preview,"[1.1121724, 4.8154545, 0.2517251, -0.80443716, 0.042061232, 0.23826404, 1.0662348, 0.5692977, -3.0237281, -1.0633178, 0.32786125, -0.20468327, 0.5266505, 0.3552278, 0.13244803, 0.3762771, 0.3609431, 0.07030936, -0.35717505, 0.03302992, -1.1068708, 0.12654567, -0.8256154, 0.43522337, -0.2850314, -0.03842762, -0.40437922, -0.16379862, 0.5792786, -0.026384443]"
201,gemma-3n-E4B-it,"[0.9835478, 0.5773759, 0.04583349, -0.54246575, 0.6050779, -0.18632966, -0.5695653, 0.556732, -2.3985903, -0.4103428, 0.6930363, -0.23285307, 8.799657, -0.35510653, -0.40882215, -0.3203185, 0.26511824, 0.13740534, 0.38995093, -0.27848953, -0.7663512, 0.8947409, 0.13718174, -0.45987526, 0.27250618, -0.039778333, -0.1398311, 0.48824948, 0.14620137, 1.1367608]"
202,gemma-3n-E4B-it-litert-preview,"[3.5198824, 0.38910422, 0.41616192, -0.938053, 0.9337217, 0.31678784, -0.45266655, 0.35042864, -2.663759, -0.93147665, 0.1418708, -1.5731231, 1.4140143, 0.24558729, 0.23226593, -0.6952295, 0.68068105, 0.9691914, 0.0313747, -0.55881244, -0.43783802, -0.3812752, -0.34443343, -0.96364164, 0.48854727, 0.4728294, -0.9502402, -0.6241761, 0.39005932, -2.1525443]"
203,gemma-7b,"[-1.6585643, -0.18615778, -0.09019537, 0.5813311, 0.2027644, -0.12182839, -0.38142595, -0.416576, -0.91350365, -2.2191007, -0.03769244, -0.38701805, 0.045711868, -0.27173656, 0.28485867, -0.031295937, -6.28095, 0.16552873, 0.37506932, 0.14748767, -1.2155921, 0.058506534, 0.19011074, 0.08115434, 0.48918718, 0.029942384, -0.28981653, -0.2820569, 0.18802609, -0.1673929]"
204,glm-4.5,"[2.703264, -0.03667271, -0.604788, 1.4267478, 1.119911, 1.1210893, -1.0070522, -0.73487586, 2.0625296, 1.3319236, -0.5686155, -0.4612438, -3.5778463, 0.74777037, 0.037654284, 0.23463017, -0.44136146, 0.115739696, -0.28084123, 0.8869035, 0.654595, 0.27355102, -0.0672583, 1.1859249, 1.2457398, -0.9809232, 0.84110266, 1.4672868, 0.7467429, -0.50227803]"
205,gpt-3.5-turbo-0125,"[-2.849692, 0.324961, 0.0231395, 0.40483564, -0.38955545, -0.60238343, 0.03066898, 0.2193823, -2.5804784, -1.4369702, 0.6335805, 0.24393207, 0.034573946, -0.9845837, 0.22377175, -0.4365665, -0.012181257, 0.30965686, 0.03503633, -0.060942233, 0.52198255, -0.03218022, -0.76996374, 0.025551587, -6.807657, -0.00089801365, 0.4526145, -0.43459705, 0.1605432, -0.8260964]"
206,gpt-3.5-turbo-1106,"[-3.0899518, 0.09028725, 0.23938277, 0.21457466, -0.524807, 0.21491697, 0.0420928, 0.20430642, -1.9959956, -0.12370215, -0.22211727, 0.88033926, -0.2292959, -0.6691631, 0.48343438, -0.32356057, 0.18595792, 0.52608985, -3.8276823, 0.07434167, -0.24136291, -0.17159113, -0.37480873, 0.22762689, 1.1570182, -0.23455796, -0.1754245, -0.70683694, -0.37246564, 0.76511395]"
207,gpt-4-0125-preview,"[-1.7115959, 1.3155696, -0.23769914, 2.4461827, 0.2693417, 1.0187558, -0.8429425, 0.91342777, -1.569776, -0.10251016, -0.01649285, -0.34981704, -0.5334901, -0.25028247, -0.37486145, 0.6878225, -0.43594462, 0.60832375, 0.32402205, 0.39690533, 0.5637901, 0.2052833, -0.31667188, 0.11270869, -0.01963307, 0.5173348, 0.2093185, 0.5079128, 1.0965499, 5.250887]"
208,gpt-4-0314,"[-1.5353047, 0.5951056, -0.17936274, 3.0354238, 0.5373661, 0.99123174, 0.761136, -0.37886944, -2.4237103, -0.55038416, -2.770976, 0.122784145, 1.0939885, -0.5599031, 0.473599, 0.13855784, -0.44720128, 0.72697383, 0.20004843, -0.14651568, 0.8145274, 0.36366525, -0.06856946, -0.18671563, 0.07469203, -0.2382096, 0.07439254, 0.14968182, 0.27695873, -0.10436072]"
209,gpt-4-0613,"[-1.5019047, 0.44441324, 0.25838506, 0.23789805, 0.2779111, -0.04405085, 0.23950554, -0.22543521, -2.5987687, -1.222084, 0.46589795, -0.19898759, 11.145483, 0.5789327, -0.34608388, 0.23779424, -0.45427623, 0.89987016, -0.085075215, -0.07245912, 0.3814397, 0.07161937, -0.190109, 0.13501208, -0.08043898, 0.16373815, 0.36212772, -0.37350157, -0.08604434, -0.08047475]"
210,gpt-4-turbo-2024-04-09,"[-0.79437464, -0.11046864, 0.10641229, 0.9737394, 0.10335765, 0.5071327, -0.60531276, -0.4161413, -1.3274052, 0.76871383, 0.47077835, 0.46693587, 0.2966052, 0.45489794, 0.454637, 0.01655097, -0.092836425, 0.32580912, 0.16402282, 0.25964922, 0.81724733, -0.09570403, 0.057266776, -0.13941817, -0.06371538, 0.12826899, 7.0605884, -0.26414114, -0.10905174, -0.6963198]"
211,gpt-4.1-2025-04-14,"[0.4520173, -0.00010248365, -0.1711328, 0.9362075, 0.7611647, 0.91112435, -1.9960281, -0.092814185, 0.32001698, 0.889373, -0.5814717, -0.9067607, 0.08059136, 0.02431563, 0.793533, -0.37085065, -0.24640508, 0.12892053, 0.04827095, 0.09569964, 0.5986437, 5.2488537, 1.7715287, 0.069576256, 0.52436584, -0.3643881, -0.16861455, -0.39700696, -0.00089268765, -0.24752493]"
212,gpt-4.1-mini-2025-04-14,"[1.2032274, 0.06846067, -0.2182179, 0.6405601, 0.08769343, 0.2754089, 0.43430376, -0.56501687, -0.6143257, 1.5454184, 6.6843734, 0.26312563, -0.15019622, -1.1803342, 0.42881373, 0.21464169, 0.68896896, 0.58534575, 0.18703754, 0.6835169, 0.5500514, 0.36641496, -0.084452316, 0.2085547, -0.04853686, -0.019758034, -0.6266208, -0.07024134, -0.38826877, -0.6391487]"
213,gpt-4.1-nano-2025-04-14,"[0.34769616, -0.17068373, 0.12675159, 0.20831215, 0.2144737, 0.36087507, -0.7831188, -0.11638617, -2.4619415, 1.1672788, 0.30950832, 1.1564677, 0.34704718, -0.050257914, 0.35897404, 0.24155474, 0.33801827, -0.48278344, -0.7655825, -0.60046387, 0.40014187, 0.13257717, -1.309179, 0.4176491, 0.36729062, -0.48067245, -4.366947, -0.41733468, 1.4337101, 0.6941209]"
214,gpt-4.5-preview-2025-02-27,"[0.06636654, 1.8269988, 0.32019773, 1.4749496, 0.35381892, 0.3836479, -0.42711776, -0.12639076, 0.5700838, 1.0635817, 1.0590528, 1.0192776, 0.22910945, -0.386539, 2.214136, -1.543339, 0.76888514, 0.53889394, -0.7471249, 0.4022874, 1.287366, -0.4422382, 0.30699503, -0.55388194, 0.036910564, -0.23948397, 0.7955171, 0.27795824, -0.4531666, 0.8155333]"
215,gpt-4o-2024-05-13,"[-1.107303, -0.6499309, -0.9780331, 1.547798, 0.49373344, 0.21579386, 0.10757844, 4.443373, -1.2345116, 0.737995, -0.08415383, 0.5302189, 0.41358384, 0.45383605, 1.5301528, 0.09291271, 0.6979914, 0.7338167, 0.67646223, 0.34860465, 1.2602731, -0.626463, 0.449696, -0.4091477, 0.678317, -0.063790485, 0.819954, -0.29570362, -0.5906422, -0.43913737]"
216,gpt-4o-2024-08-06,"[-0.6263536, 0.088266484, 0.013855656, 0.43074626, 0.4270779, -0.044751734, 0.28816426, 0.13368335, -0.7591345, 0.95542425, 0.20613527, -0.07840655, -0.00073254225, -0.665755, 0.10673028, 0.14565258, 0.11727256, 0.081110545, 0.15974368, -0.09618011, 0.70579064, 0.22524275, -0.314467, 0.16635253, 0.2727771, 11.197775, 0.1394362, 0.03474187, 0.0010744102, 0.19706334]"
217,gpt-4o-2024-11-20,"[-0.9819095, 0.28819287, 0.12650663, 1.2402343, 0.43001562, -0.45206076, -0.3757859, -1.1673763, -1.657717, 2.0879927, -0.29915547, -0.15800242, 0.07911317, -0.5186834, 0.376336, -0.013814023, -0.12131831, -0.10226782, 0.28881484, 0.20149662, 0.2557154, -0.17951345, -0.29581472, -0.3132776, -0.009571945, 0.2679268, -0.18966374, -0.21083574, -7.8957725, 0.077576734]"
218,gpt-4o-mini-2024-07-18,"[-0.8234936, 0.031166134, -0.24223159, 0.4438187, 0.14981407, 0.18294105, -0.3782875, -0.015723921, -2.1226356, 0.5795467, 0.19754106, 0.16996384, 0.08159994, -0.25218546, 0.08397877, 0.2073174, 0.0031199087, 0.2792046, 0.071854785, -0.0012003043, 0.413021, -0.23585717, -0.06388063, 0.44950575, 0.008710458, 0.22411218, -0.12403824, 9.116293, 0.008504974, -0.22666824]"
219,gpt-5-2025-08-07_high,"[2.937936, -0.19685791, 4.3660665, 0.53694797, -0.1294851, -0.10244458, -0.034558706, -0.21651724, 3.142221, 2.0790675, -0.50246084, 0.05551847, -0.62921774, -0.110087186, 0.13924697, 0.41038942, 0.6582064, 0.3612742, 0.24659061, 0.049541343, 0.5425701, 0.114205755, 0.3763645, -0.47297227, -0.038456883, -0.78050643, 0.15589754, -0.3013876, -0.03446044, 0.09848469]"
220,gpt-5-2025-08-07_medium,"[3.159497, -0.39643657, 0.051589455, 0.94842565, -0.57080376, 0.018736983, 0.25981215, 0.032982778, 2.9125392, 0.68477714, 0.011347523, 0.2747745, -0.106217794, 0.022582076, 0.46633846, 0.008553199, 0.15966116, 0.15562199, 0.3237671, 5.748825, 1.5986844, 0.1845389, -0.22971548, 0.70456886, 0.4744113, 0.04521021, 0.109624855, 0.29933494, -0.0024967527, 0.5768763]"
221,gpt-5-mini-2025-08-07_high,"[3.4523594, -0.1894044, -0.43283212, 0.5013875, 0.08360113, 1.5041832, -0.8930091, 0.41298842, 2.6402535, 0.9477992, -0.059829213, -0.12078568, 0.10691822, -0.07589156, 0.19216733, 0.98936063, 5.225677, 0.48581052, 0.10856379, 0.3096951, 0.14525804, -0.15628463, -0.45609322, 0.3527407, -0.11553359, -0.1523731, -0.5539242, -0.28968006, 0.35350898, -0.6745599]"
222,gpt-5-mini-2025-08-07_medium,"[1.9489714, 2.1244903, -0.29896748, 0.0065797865, 0.9756457, 1.220153, -0.30150503, -0.43477893, 1.905916, -0.36516517, -0.8756629, 0.76847786, -0.15866362, -0.665943, 0.7944923, -1.427762, 0.16313796, -0.3418456, 0.6411998, 0.44377744, 1.1705508, -0.27755803, -0.10406496, -0.5320509, -1.1756859, 0.47811827, 0.6408271, 0.08696339, 0.15067436, -1.2749946]"
223,gpt-5-nano-2025-08-07_high,"[4.270413, -1.3517438, -0.29229537, 0.79691553, 0.69179374, -0.9815626, 0.7717939, 0.30271208, 0.8861466, 1.4911867, -0.45668447, -1.2272863, 0.40655485, 0.29756683, 1.127054, 0.6968098, -0.005577481, -2.0576205, 0.28046173, -0.52290505, 0.18200451, 0.20489195, -0.74164474, -0.28454927, -0.43688232, -0.3662618, -0.38571468, -0.40386364, 0.3749887, -0.9508803]"
224,gpt-5-nano-2025-08-07_medium,"[4.2308097, -0.2662037, 0.17015487, 0.4744906, -0.27080992, -1.6576011, 0.9390631, 0.40233356, 0.94041765, 2.0342107, -0.05210746, -0.8722658, 0.15042904, 0.58332014, -0.002953413, 0.176718, 0.4380592, 0.52308786, -2.097557, -0.43610442, -0.3321861, -1.5782909, 1.1913033, -0.41066077, 0.32552972, -0.6731554, -0.02006833, 0.02512705, 0.22269078, -1.0361742]"
225,gpt-5.1_high,"[2.8304777, -0.3780227, 0.2433266, 9.848069, -0.34156826, 0.45913684, -0.20718543, -0.30197033, 3.7941658, 1.0134908, 0.34017256, -0.046609674, -0.13866203, -0.19870424, 0.45332128, 0.1587375, 0.46560925, 0.32475403, 0.37105468, 0.47757846, 1.05316, 0.4339202, 0.15900582, 0.054656014, 0.1868545, -0.00487323, 0.40594923, -0.65047765, 0.08697647, -0.061976817]"
226,gpt-5.2_xhigh,"[0.1711739, -0.23184876, -0.42827594, 0.17162508, 0.14341529, -0.32673255, -0.107419394, 0.21639788, 5.1861515, 2.1991873, -0.2691922, -0.7436626, 0.3288343, -0.17258194, 0.4680992, 0.038355574, -0.19094339, 0.33536887, -0.7742285, 0.44321638, 1.0606332, 0.95738626, 0.011827783, 0.038607366, 0.04440779, 0.18006662, -0.35916832, -0.61246914, 5.894192, 0.61663425]"
227,gpt-5.4-2026-03-05_xhigh,"[-1.7359797, 0.7285077, 0.013560715, 1.849347, 0.5301053, 0.76723784, -0.44342777, 0.036373507, 6.0694203, 3.7496903, 0.013675912, -1.6233814, -0.118638426, -0.52405256, -0.70648897, 0.34929726, -0.4148715, 1.3652679, -0.817429, -0.18126379, 1.48916, 0.09394388, 0.28863972, -0.21428178, -0.2416801, 0.059859872, 0.33054075, 0.8216385, -0.20927954, -0.5827523]"
228,gpt-5.4-mini-2026-03-17_xhigh,"[0.6830283, -0.068821155, -8.981768, 0.48767638, -0.006284437, 0.9846406, 0.1639951, -0.18436089, 3.5746267, 2.758786, -0.122390814, -0.04015536, 0.19029635, 0.7927911, 0.4571242, 0.28451312, 0.0790956, 0.26625544, 0.0007687335, 0.1496813, 0.8208355, 0.63865006, 0.51796347, -0.6169341, 0.61560184, 0.017066354, 0.09718744, -0.39038455, -0.16348654, -0.051598776]"
229,gpt-5.5_xhigh,"[-0.7095241, 0.55254036, 0.8097402, 0.34958547, -0.49636692, 0.9006258, -1.0356272, 0.008799167, 6.779842, 3.678471, -0.08403903, -0.3623369, 0.119997166, -1.4244937, 0.7233005, 0.95046365, -0.19025008, 0.5040983, 0.3698585, 0.78738314, 1.1990644, 0.009391374, 0.050225407, -0.2213329, -1.542884, -0.00913157, -0.49505338, 0.7769521, -0.5508234, -0.9146528]"
230,gpt-oss-120b,"[0.28247613, -0.3965643, -0.47696036, 0.19299448, -0.20837377, 0.8482792, 0.19294785, -0.37611124, 0.77385867, 2.163347, -4.4093313, -0.17800984, 0.35642737, -1.625034, 0.26400265, -0.25461626, 0.2575347, 1.0564736, 0.30729082, 0.46656284, 1.3867536, 0.7539853, -0.21501012, 0.14751393, 0.59828585, -0.10149785, 0.06354632, 0.49150798, 0.049353443, 0.26959342]"
231,grok-2-0813,"[-0.7382795, -0.9429392, 0.10355057, 1.4791161, 0.2090605, 0.7134207, -0.73528403, 0.14461556, -1.3420471, 0.76663125, 0.31569302, -0.33919778, 1.7612902, -0.10578526, -0.025187308, 0.38232034, 0.25035745, 0.6928311, 0.038348775, 0.6359446, 1.1461413, 0.7824971, 0.10637878, 0.48138323, 0.45961732, 0.29535204, 0.6174241, -0.04793251, -2.8599582, 0.28151396]"
232,grok-2-1212,"[-0.22942151, 0.30968305, 0.43807593, 0.23038062, -1.510144, -0.08573582, -1.179391, 0.29399303, -1.5517659, 2.6406462, -0.18580215, 1.1447794, 0.20459881, 0.034294773, 0.9876847, 0.053406153, 0.67307776, -0.24347572, -0.85821915, 0.45576388, 0.21604916, 0.046414126, -0.14467384, 0.46101975, 0.8004239, -0.38257426, -0.3510491, -3.2458954, -0.37249884, -0.018697942]"
233,grok-2-mini-0813,"[0.44081706, 0.15080473, -0.5904482, 1.2130288, 0.28705803, -0.6028291, -0.4208675, -0.2739444, -1.587405, 0.7225582, -0.23218504, -0.33572364, -0.7132635, -0.78847426, 1.0089775, 0.12333035, 1.1117432, 0.6749278, 6.5136333, 0.13812752, 0.6184372, 0.21786574, 0.23264405, -0.51908106, -0.24172202, 0.26335233, -0.35659665, 0.5995447, -0.48582572, -1.0034982]"
234,grok-3-beta,"[1.4027178, 0.20557763, 0.19426888, 0.47589746, 0.29888788, -1.1344215, -0.1764628, -0.73076403, 0.9622213, 1.0061827, 0.2533675, 0.32842922, 6.823811, 0.4536968, 0.57752657, -0.07872157, 0.22597921, 0.8941329, 0.3257978, 0.16956079, 1.0976014, -0.80906594, -0.037337232, -0.0725582, -0.34912923, 0.36524066, -0.26964176, -0.24776296, 0.14237109, -0.1317824]"
235,grok-3-mini-beta_low,"[2.213171, 0.06336873, -0.24359033, 0.46628994, -0.0054212725, -0.29073492, -0.26763967, 0.10284576, 0.7123857, 0.074294016, -0.12743926, 0.42800686, 0.2767898, -0.3100009, 0.38011107, 0.42333776, 0.39465144, 0.58380723, 0.38377187, -0.015369414, 9.02357, -2.7127006, 0.030840125, -0.31115305, 0.11394682, 0.16772671, 0.22164455, 0.22053553, 0.008457228, 0.17093527]"
236,grok-4-0709,"[2.7478423, 0.12524073, 0.5091291, -2.4235427, 1.4591936, -0.8386652, 0.12117252, 0.05640257, 2.819868, 1.4453855, 0.42683914, 0.74059284, 0.27321, 0.46721497, 0.54241705, -0.18074107, 0.50722927, 1.0978945, 0.023153173, 0.48941505, 0.48398158, -0.951139, -0.0043571657, 0.3383336, -1.651604, -0.4631327, 1.1614727, 0.26059988, 0.4902302, -0.8772799]"
237,internlm-7b,"[-2.2794785, 1.157859, 0.3162322, -0.4092528, -0.6261318, 0.1236525, -1.6467289, -0.7328761, -0.7708791, 0.1543477, 1.0746518, 1.0635221, -0.4267923, -2.1766717, 0.3275073, -0.061290774, 1.1479219, 0.7587106, 4.422462, -0.8516823, -2.0716004, 0.42304504, -0.33324748, -0.1538808, 0.7306584, 0.2569589, 0.1325746, -0.18340106, 0.6387833, 0.698812]"
238,kimi-k2-thinking,"[2.4111605, 0.04610137, -0.05788175, -0.30730703, -0.5497345, 0.010790376, 0.35581565, 1.4346174, 4.488537, 1.1980697, -1.2483476, -0.5525818, 1.1548187, -0.7350732, 0.19715233, 1.1132966, -0.31245503, 0.5720316, -0.46123192, -0.06237034, 1.6359177, 0.24908368, 0.30435163, -0.3295554, 0.6830936, -0.479696, -0.38794103, 0.27823427, 0.7879099, 0.5118841]"
239,kimi-k2.6_thinking,"[0.33210778, -0.2574705, -0.32410094, -0.3881729, -0.05479441, 0.14805639, 0.43316883, -0.072537564, 3.9456112, 3.032258, 5.2458267, -0.009116897, 0.2703706, -0.04332111, 0.45569292, 0.7220549, -0.0730746, 1.3564591, -0.102363005, -0.24977888, 1.2971832, 0.7041618, 0.019719457, -0.4810096, 0.27029893, -0.41375518, -0.101553656, -0.3157093, 0.38025427, -0.7374437]"
240,magistral-medium-2506,"[1.4439292, -0.27742922, 0.57831895, -0.1574901, -0.24990465, 0.50308925, 0.9304247, -0.087639935, 0.5664548, 3.2541378, -0.5959536, 1.707933, -1.1919278, -1.3753476, -1.0833455, -0.3092761, 0.103650525, -0.13614435, 0.26201957, 0.091942005, -0.10353281, 0.54135734, -0.08702239, 0.17166069, 0.7932992, 0.1600022, 0.2170289, 0.27784473, -1.9091483, 0.94061565]"
241,magistral-small-2506,"[1.0457448, -0.10350001, -0.29068065, 1.1775192, 0.45863116, -0.10575177, 1.0941963, -0.05968146, 0.15151297, 1.3577976, -0.72861546, 0.2791889, 0.44245875, 1.653614, 0.06964851, 0.2845295, 0.36162364, -0.33311066, -0.2334558, 0.25026524, 0.31937158, -0.5476161, -0.02984011, 1.1493452, -0.4379418, 0.33434796, 1.1872076, -0.26500425, 4.573012, 0.04104667]"
242,mistral-small-2503,"[-0.8534094, -0.27798563, -0.4928689, 0.4198797, -0.46268752, 0.18611088, -0.8564152, 0.24453443, -1.7832537, 0.6166193, -0.82686347, -0.020251362, -0.019861512, -0.52724594, -7.542631, -0.25684854, -0.46712264, 0.9280643, 0.46187326, -0.13976365, 0.5973306, 0.16247536, -0.55035543, 0.559719, -0.036750916, -0.06254844, -0.105573274, -0.35561773, -0.20937152, 0.98640597]"
243,mistral-small-2506,"[-1.1178554, -0.17149293, -0.19487539, 0.18153621, 0.4336544, -0.4845806, 0.07605881, -0.35736853, -3.3600059, 0.91408396, -0.07439146, -6.338106, 0.12168016, 0.4395446, 0.06807353, -0.0043282984, 0.09486925, 0.22935775, -0.047606856, -0.20423582, 1.1796643, -0.77538526, -0.31143203, -0.42298114, 0.6538682, 0.4491592, 0.07141645, 0.5776036, -0.34507152, 0.14140093]"
